CODE3,EXPL3,STATE,
E2G,Euclid Medical Group,MI,
E2I,Emergency Services PC,PA,
E2J,Esperanza Health Center,PA,
E2K,Edgewood Center Pediatrics,MI,
E2L,Evansville Surgical Assocs,IN,
E2M,Eye Care Associates Northwest,MD,
E2O,Emergency Care Specialists,OH,
E2P,Eye Physicians & Surgeons,IA,
E2Q,El Sereno Medical Group,CA,
E2U,Eden Internal Medicine,NC,
E2V,Eye Center Of Texas,TX,
E2W,Elite Women's Healthcare,NY,
E2X,Erie Family Health Center,IL,
E2Y,Eye Institute Of New York,NY,
E2Z,Egerton Clinic,TX,
E33,Ellington Memorial Clinic,TX,
E34,Erieside Medical Group,OH,
E36,Eye Physicians Of Austin,TX,
E38,Emergi-Care Clinic PC,AL,
E39,Eye Medical Group,CA,
E3C,ENT Medical Center,LA,
E3G,Eye Care Associates,NJ,
E3H,EyeCare Associates,OR,
E3K,Edison Metuchen Ortho Grp,NJ,
E3L,East Valley Childrens Center,AZ,
E3N,Eye Center Of Delaware,DE,
E3P,Edmund J Lewis MD & Assocs,IL,
E3R,Eye Care Associates Parsons,KS,
E3S,Ear Nose & Throat Centers,MI,
E3T,Eye Care Specialists,IL,
E3U,Emergency Medicine Specialsts,CA,
E3Z,East Valley Gastroentrlgy/Hep,AZ,
E42,Eastern ENT Sinus/Allergy Ctr,NC,
E44,Eastern North Carolina Medical,NC,
E46,Elk Grove Pediatrics,CA,
E48,Eastern Plumas Health Care,CA,
E4D,Eastside OB/GYN,AR,
E4E,Eastern Carolina Oral/Maxillfcl,NC,
E4I,Eye Physicians Prof Assn,GA,
E4J,Eye Physicians North Hampton,MA,
E4L,Eye Physicians PC,NJ,
E4M,Enid Eye Inc,OK,
E4N,Clarkson Eye Care,MO,
E4Q,Eden Laboratories Medical Grp,CA,
E4R,Bliss Eye Associates,CA,
E4V,Esposito Mayer Hogan & Associat,MD,
E4X,Eleanor Widener Dixon Mem,ME,
E4Y,Eastern Dermatology,NC,
E51,Endocrine & Diabetes Assocs,MD,
E52,Endocrine Associates,NV,
E54,Endocrine & Diabetes Care Ctr,OH,
E55,Endocrine Assocs Of S Jrsy,NJ,
E57,Englewood Endoscopic Assocs,NJ,
E58,Endocrine Consultants Mid,MI,
E5D,Elliott H Farberman Assocs,MO,
E5G,East County Mental Hlth Clin,CA,
E5L,Elefant & Galante MDs,PA,
E5Q,Emerald Coast Cancer Center,FL,
E5T,Emergimed LLC,NJ,
E5U,Emerson Pathology Associates,MA,
E5V,Empire Medical,NJ,
E5W,Employers Healthcare,NE,
E5X,Eye Care Center Napa Valley,CA,
E5Y,Ende Medical Practice,VA,
E65,Eastway Corporation,OH,
E66,Eastwood Clinics,MI,
E68,Ebersole Zerby Consli/West,PA,
E6D,Evangelical Internal Medcn,PA,
E6F,Evaluation Resource Group,CA,
E6G,Eureka Family Practice,CA,
E6H,Eye Care Center Of New Jersey,NJ,
E6K,Eye Center,CO,
E6L,Eye Center,CT,
E6N,Eye Consultants Syracuse PC,NY,
E6Q,Eye Center Of Orange County,CA,
E6R,Eye Clinic Of Racine,WI,
E6T,The Eye Group,IN,
E6V,Eye Health Vision Center,MA,
E6W,Eye Macula Center,CO,
E6Y,Eastside Diagnostic,NY,
E6Z,Erlanger North Family Prac,TN,
E71,ExpressCare,AZ,
E72,Evergreen Conifer Pediatrics,CO,
E75,East Bay Surgical Associates,CA,
E78,East Hartford Family Practice,CT,
E7E,Einstein Regional Ortho Specs,PA,
E7G,Eastern New Mexico Fam Prac,NM,
E7H,Eastern Illinois Univ Hlth,IL,
E7J,Edward R Serros MD Inc,CA,
E7K,Eisner Pediatric/Fam Med Ctr,CA,
E7L,Eastside Community Hlth Ctr,WA,
E7N,Eastern CT Pathology,CT,
E7Q,Emergency Physician Specs,SC,
E7T,ER One,MI,
E7U,Emergency Physicians Cntrl Fl,FL,
E7W,Emergency Service Physicians,MA,
E7X,ER Physicians Group,CA,
E7Z,Entegrity Ear Nose & Throat,AZ,
E82,Edina Plastic Surgery,MN,
E83,Edina Eye Clinic,MN,
E87,ENT Associates,OR,
E8A,Emerald Coast Eye Institute,FL,
E8C,Emerald Hills Medical Center,FL,
E8F,Eye Surgery Medical Group,CA,
E8G,Eaker Speese Kilne & Joseph,GA,
E8H,Ear Nose & Throat Specialists,GA,
E8J,Earley Associates,GA,
E8L,Eyesight Associates Mid,GA,
E8O,East Lyme Pediatrics,CT,
E8P,East Metro Internal Medicine,GA,
E8U,Ear Nose/Throat Cour D'Alene,ID,
E8X,East Penn Rheumatology Assocs,PA,
E8Y,Eastern Shore Gynecology,MD,
E91,Eastside Family Practice,FL,
E92,Empire Eye & Laser Center,CA,
E93,East Kentucky Medical Group,KY,
E94,Epione Medical Corporation,CA,
E95,Eye Physicians Of Long Beach,CA,
E96,Escambia Community Clinics,FL,
E97,East Norton Radiology,PA,
E98,Express Care Of Belleview,FL,
E9B,Elliott Greenspan Associates,MI,
E9D,Elyria Anesthesia,OH,
E9G,Eyecare & Surgical Associates,LA,
E9J,East Houston OB/GYN Group,TX,
E9L,Endocrinolgy Nuc Medcn/Assocs,TX,
E9R,Eau Claire Cooperative Health,SC,
E9V,Eastern Panhandle Pediatrics,WV,
E9X,East Bay Eye Center,CA,
E9Y,East Valley Eye Center,CA,
E9Z,El Paso Urology Consultants,TX,
EA1,Eye Care Specialists,MA,
EA4,ETMC First Physicians,TX,
EA5,Eye Care Associates,MN,
EA8,Emergency Medicine Physician,PA,
EA9,Edgebrook Clinic,TX,
EAA,Eagle Physicians,NC,
EAB,East Suburban Pediatrics,PA,
EAC,Eye Associates Of Orange County,CA,
EAD,Eye Care Associates,OH,
EAE,Eye Care For The Adirondacks,NY,
EAF,East Cobb Pediatrics/Adolescent,GA,
EAI,Elizabeth Family Health PC,CO,
EAL,Ear Nose & Throat Specs S,NH,
EAN,Eye Associates Of New Mexico,NM,
EAO,Eye Associates Northeast,LA,
EAQ,Eastern Niagara Radiology,NY,
EAR,Ear Nose Throat Specialty Care,MN,
EAT,Eye Associates,NJ,
EAU,Eye Associates,MD,
EAW,Emerald Coast Womens Center,FL,
EAY,Eye Associates Of Pinellas,FL,
EAZ,Eye Physicians Of Orange County,NY,
EB1,Eyecare Associates,NY,
EB6,Ear Nose & Throat Associates,NY,
EB7,Electrophysiology Associates,NJ,
EB8,Endocrine Group,OK,
EBA,Ear Nose & Throat & Allergy Ass,NY,
EBB,Ear Nose Throat Faculty Prac,NY,
EBC,East Bay Cardiac Surgery Ctr,CA,
EBD,Elgin Cardiac Surgery,IL,
EBE,Eye Consultants Of Pennsylvania,PA,
EBF,East Bay Family Practice,CA,
EBH,Endocrine Group,NY,
EBI,Ella Family Medicine Inc,TX,
EBJ,El Paso Pulmonary Association,TX,
EBK,Eye Excellence,TX,
EBL,Eastside ENT Specialists,OH,
EBM,Evans Medical Group,GA,
EBN,Ear Nose & Throat Associates,GA,
EBO,Eastern Shore Family Prac,AL,
EBQ,Ear Nose & Throat Associates,MA,
EBR,Eyesight & Surgery Assocs,MA,
EBU,Endocrine Associates,NY,
EBW,Eastern Suffolk Cardiology,NY,
EBX,East End Internal Medicine,NY,
EBY,Eye Care Specialists,NY,
EBZ,Emergency Medicine Associates,MA,
EC1,Ear Nose & Throat Specialists,MA,
EC4,Ear Nose & Throat Institute,GA,
EC6,Eye Care Associates Of Kentucky,KY,
EC7,East Memphis Neonatology,TN,
EC9,Economic Opportunity Fam Health,FL,
ECA,Eyecare Associates,LA,
ECC,Eye Clinic PC,TN,
ECE,Excel Eye Center,UT,
ECF,Eye Centers Of Florida,FL,
ECG,Eye Care Group,CT,
ECI,Endocrinology Associates,TN,
ECJ,Eye Foundation Of Utah,UT,
ECL,Eye Center Of North Florida,FL,
ECM,Evergreen Medical LTD,IL,
ECN,Eye Care Associates Of Nevada,NV,
ECQ,Eye Care Specialists,PA,
ECT,Eye Center,VA,
ECU,Eye Care & Surgery PC,VA,
ECV,Eye Care Center Associates,TN,
ECW,East Cascade Women's Group,OR,
ECX,Emergency Medical Associates,MI,
ED1,Eye Physicians Ofthe East Bay,CA,
ED2,Enterprise Medical Clinic,AL,
ED4,Endocrine & Diabetes Group,NJ,
ED5,Eastern Shore Anesthesia PC,AL,
ED7,Ear Nose & Throat Associates,FL,
ED8,Edina Eye Physicians & Surgeons,MN,
EDB,Endocrinology/Diabetes Csnts,NH,
EDC,Eye Professionals,NJ,
EDD,Emergency Medicine Of Idaho,ID,
EDE,Ear Nose & Throat Group,KY,
EDG,Edinger Medical Group,CA,
EDJ,Ear Nose & Throat Associates,MD,
EDL,Eastside Women's OB/GYN,NY,
EDO,Easton Area Family Med Assoc,PA,
EDP,Euclid Pediatrics,OH,
EDQ,Easton Area OB/GYN Associates,PA,
EDR,East Texas Family Medicine,TX,
EDT,Eye Care Physicians,MI,
EDU,Eastern Oklahoma Ear Nose & Thr,OK,
EDX,Eye Associates Of The South,MS,
EDY,East Hudson Urology Group,NY,
EDZ,ENTAA Care,MD,
EE2,Ear Nose & Throat Ltd,VA,
EE4,El Dorado Pathology Med Grp,CA,
EE5,Eye Associates LLP,FL,
EE7,Ear Nose & Throat Associates,MT,
EE8,Ear Nose & Throat Consultants,VA,
EE9,Eye Associates,DC,
EEA,Eye Center,TN,
EEB,Englewood Emergency Phys,NJ,
EEC,Eye & Ear Clinic-Physicians Inc,WV,
EEE,East End Eye Associates,NY,
EEF,Eye Surgery Center,MD,
EEG,El Paso Heart Center,TX,
EEI,Eastern Shore Emergency Medcn,MD,
EEJ,Ear Nose & Throat Associates,AL,
EEK,Eye Physicians & Surgeons Ltd,PA,
EEL,Eastern Urology Associates,NC,
EEN,Endocrinology Diabetes Assocs,TN,
EES,Eastern Carolina Women's Center,NC,
EEV,CentroMed,TX,
EEW,Everett & Hurite Ophthalmic,PA,
EEX,Ear Nose/Throat Spec Of FL,FL,
EEY,East Tennessee Regionl OB/GYN,TN,
EEZ,Endwell Family Physicians,NY,
EF2,Ellsworth Internal Medicine,ME,
EF3,ENT & Plastic Surgery,MO,
EF4,Eye Surgeons & Phys St Louis,MO,
EF5,ENT Surgical Consultants,IL,
EF7,Eastern Orthopedic Associates,NJ,
EF8,Eye Associates Of Tuscon,AZ,
EF9,East Valley Foot & Ankle,AZ,
EFA,El Camino Urology Med Grp,CA,
EFB,Emergency Physicians Pittsburgh,PA,
EFC,Eye Center Of Concord,NH,
EFD,Emerald Coast OB/GYN,FL,
EFE,Eastern Carolina Pediatrics,NC,
EFF,Eastern Carolina Internal Medic,NC,
EFG,Ear Nose & Throat Group,TN,
EFJ,Elkin Pediatric & Adult Medcn,NC,
EFK,Essex Neurological Associates,MA,
EFL,Eye Physicians Central Florida,FL,
EFM,ENT Associates,MI,
EFN,Eastmoreland Internal Medicine,TN,
EFO,Elmer Family Practice,NJ,
EFP,Elgin Family Phyicians,IL,
EFQ,Ear Nose & Throat Center,CT,
EFR,Eye Associates Of Tallahassee,FL,
EFS,Easley Family Prac/Int Med,SC,
EFU,Eye Clinic Inc,OH,
EFV,Eastern Carolina Pathology,NC,
EFW,Eastern Nephrology Associates,NC,
EFZ,East Coast Medical Network,FL,
EG1,Eden Pediatrics,NC,
EG2,East Texas Women's Clinic,TX,
EG3,Endocrinology Associates PA,AZ,
EG5,Eye Care PC,MA,
EG6,Ellis County Medical Assocs,TX,
EG7,East Bay Perinatal Medical Asso,CA,
EG8,Eye Physicians & Surgeons,AR,
EGC,Eugene Gastroenterology Cnslts,OR,
EGD,El Dorado Eye Associates,AZ,
EGE,Eye Surgical & Medical Assn,CA,
EGF,East Granby Family Practice,CT,
EGG,Essex County OB/GYN Assocs Inc,MA,
EGI,Eye Care Associates,VT,
EGJ,Escondido Cardiology Associates,CA,
EGK,Eye Care Center Lake County,IL,
EGL,East Aurora Pediatrics,NY,
EGM,Endocrine Clinic Southeast,TX,
EGO,England & Godfrey Family Med,NC,
EGQ,Ear Nose And Throat Associates,IN,
EGT,Emergency Care Associates,OH,
EGW,Emergency Medicine Associates,WA,
EGX,Eastern Ohio Pulmonary Cnslts,OH,
EGY,Endocrine & Diabetes Group,MD,
EGZ,Eye Centers Of Southeast Texas,TX,
EH4,East Carolina University Physic,NC,
EH5,Eye & Ear Clinic Of Wenatchee,WA,
EHB,Elkhart Emergency Physician,IN,
EHE,Eye Center,AL,
EHF,East Holmes Family Care,OH,
EHG,Edina Pediatrics,MN,
EHI,Ear Nose & Throat Associates,PA,
EHJ,Emergency Physicians Group,AL,
EHK,Eye Physicians PC,NE,
EHO,East Houston Orthopedics/Sprts,TX,
EHQ,Evergreen Eye Center,WA,
EHT,East Alabama Urology Assocs,AL,
EHU,New Jersey Urology LLC,NJ,
EHV,Ellwood City Emergency Phys,PA,
EHW,Emerson Anesthesia Associates,MA,
EHX,Echo Community Healthcare,IN,
EI1,Eye Care Specialists,WI,
EI2,Ear Nose & Throat Associates,WI,
EI3,Emory Clinic,GA,
EI5,Endocrine Associates Of Dallas,TX,
EI7,Ear Nose Throat Plastic Sgy,MO,
EI8,Eastside Dermatology,MI,
EIB,East Rockaway Ped Assocs,NY,
EIC,East End Medical Clinic,TX,
EID,Eye Physicians Southwest,VA,
EIG,Ear Nose & Throat Consultants O,TN,
EIJ,Englewood Healthcare Assocs,NJ,
EIL,Emergency Consultants Inc,IL,
EIP,Eagles Landing Family Practice,GA,
EIQ,East Indianapolis Oral/Max Sgy,IN,
EIR,Emergency Physicians Group,MT,
EIS,Eisenstadt Allergy & Asthma,MN,
EIV,Emergency Physicians Inc,MO,
EIW,East Portland Imaging Center,OR,
EIX,Eastern Niagara OB/GYN,NY,
EIY,Emerginet LLC,GA,
EIZ,Effingham OB/GYN Associates,IL,
EJ2,Eye Care Associates Grtr Cin,OH,
EJ3,Englewood Orthopedic Assocs,NJ,
EJ9,Eagles Landing OB/GYN,GA,
EJB,Essex Hudson Cardiology Assoc,NJ,
EJC,Essex Morris Pediatrics Group,NJ,
EJD,Ear Nose & Throat Cnsltnts PC,MI,
EJE,Ear Nose & Throat Associates,TX,
EJF,Eastern Medical Group,NY,
EJG,Enid Gastroenterology,OK,
EJL,Eastside Eye Physicians,MI,
EJM,Escondido Pulmonary Med Grp,CA,
EJN,Escondido Medical Eye Clinic,CA,
EJO,East End Cardiology,NY,
EJP,Emerald Coast Pediatrics,FL,
EJR,Ear Nose & Throat Springfield,OH,
EJT,East Lake Pediatrics,MI,
EJU,Eastgate Pediatrics,OH,
EJV,Eye Specialists Of Ohio,OH,
EJW,Eye Health Northwest,OR,
EJY,El Norte Medical Group,CA,
EK4,Emergency Medicine Assocs,MI,
EKA,Elkhart Clinic,IN,
EKE,East Bay Nephrology Medical Gro,CA,
EKG,East Brooklyn Medical Group,NY,
EKI,East Coast Medical Associates,FL,
EKK,East Carolina Neurology Inc,NC,
EKL,East Bay Psychiatry,AL,
EKN,East Bay Sports Medicine,CA,
EKO,East County Hematology/Onc,CA,
EKP,East Ridge Medical Associates,TN,
EKQ,East Bay Retina Consultants,CA,
EKR,East Bay Oncology/Hematology,CA,
EKW,East Glen Pediatrics,OH,
EKY,Emergency Medical Office,NJ,
EKZ,Emergency Medical Physicians,WY,
EL1,Elgin Clinic,IL,
EL3,Elgin Physicial Health Ctr,IL,
EL4,Eye Physicians Inc,IN,
EL5,Eldersburg Health Center,MD,
EL7,ENT Associates Of San Diego,CA,
EL9,EMI Physiatry Ltd,PA,
ELA,Express Care Plus,CO,
ELB,Emergency Physicians Svs PC,NY,
ELC,Elmhurst Clinic,IL,
ELD,Eden Park Pediatrics Associates,PA,
ELF,Ephrata Radiologic Assocs,PA,
ELG,Eye Health Services,MA,
ELK,Eyecare Associates Of Texas,TX,
ELL,Electrodiagnosis/Rehabltn......,WA,
ELN,Ear Nose Throat/Facial Plas,MS,
ELP,El Paso Orthopedic Surgery Grou,TX,
ELQ,Pathology Associates El Paso,TX,
ELR,El Rose Medical Group Inc,CA,
ELS,El Paso Pediatrics,TX,
ELW,Elmwood Medical Associates,NY,
ELX,El Dorado Clinic,KS,
ELY,Eye Surgeons & Physicians,MN,
EM1,Eye Institute Merrimack Vly,MA,
EM2,Eye Institute Of South Florida,FL,
EM4,Eye Institute Of Utah,UT,
EM5,Eye Institute Of West Florida,FL,
EM6,Epic Emergency Physicians,UT,
EMA,Emergency Medical Associates,FL,
EMC,EmCare Nationwide,TX,
EMD,Eye Medical Center,LA,
EMG,Eye Surgical Associates,NE,
EMH,Eye Surgical Consultants,CT,
EML,Eastern Pennsylvania Nephrlgy,PA,
EMM,Endocrine Metabolic Associates,PA,
EMN,Emergency Physicians Tidewater,VA,
EMQ,Eye Institute Of Pennsylvania,PA,
EMS,Ear Nose Throat Med Sgy Grp,RI,
EMU,Eye Institute Of Northwstrn,OH,
EMV,Eye Institute Of Albuquerque PC,NM,
EMX,Eye Institute Of Austin,TX,
EMY,Eye Institute Of Essex,NJ,
EN1,East Lakeland OB/GYN Assocs,MS,
EN2,East Jorgan Family Health Ctr,MI,
EN3,East Bay Family Health Care,RI,
EN4,East Canton Medical Center,OH,
EN9,Elizabeth Wende Breast Clin,NY,
ENA,Eagle Heights Clinic,AR,
ENB,Eger Eye Group,PA,
END,Ear Nose/Throat Specialists,WI,
ENE,ENT Associates Inc,MO,
ENF,Ear Nose Throat Surgical Assocs,WI,
ENG,Endocrinology Associates,CO,
ENH,ENT& Allergy Health Services,OH,
ENI,Ear Nose/Throat Associates,FL,
ENJ,Ear Nose & Throat Center,LA,
ENK,Ear Nose/Throat Medical Surgica,CT,
ENL,Ear Nose & Throat Prfsnl Associ,NJ,
ENM,Ear Nose Throat/Allergy Inc,RI,
ENP,Elgin Nephrology Associates,IL,
ENR,Ear Nose & Throat Physicians In,OH,
ENS,Entrust Medical Group,CA,
ENT,Ear Nose & Throat Consultant,NV,
ENU,Ear Nose & Throat Associates,LA,
ENW,Eye Associates Northwest,WA,
ENY,Endocrinology Assocs Inc,VA,
ENZ,East Lansing Orthopedic Assn,MI,
EO2,Eastern Virginia Ear Nose & Thr,VA,
EO3,Eye Care Of San Diego,CA,
EO4,Eye Surgeons Of Springfield,MO,
EO6,Essex Pediatrics,VT,
EO7,Eye Physician Associates SC,WI,
EO9,Excelsior Orthopedics,NY,
EOA,East Houston Medical Group,TX,
EOD,East Aurora Family Practice,NY,
EOE,East Atlanta Gastroenterology,GA,
EOF,East Alabama Eye Clinic,AL,
EOJ,Elizabeth Pediatric Group,NJ,
EOK,Eye Q Vision Care,CA,
EOL,Ear Nose & Throat Associates,WV,
EOM,Emergency Medical Services,UT,
EON,East Valley Pediatrics LLC,AZ,
EOP,Eastside Gastroenterology,WA,
EOS,Eastside Pediatrics,NY,
EOT,ESD Pediatric Group,OH,
EOU,ENT Associates Of New Hampshire,NH,
EOV,Ear Nose & Throat Associates Of,NY,
EOW,Ear Nose/Throat Specs-Ctrl VA,VA,
EOX,Los Alamitos Eye Physicians,CA,
EOZ,Eye Physicians Med Sgcl Ctr,CA,
EP1,Eye Care Associates,IA,
EP3,Ear Nose & Throat Clinic Of Iow,IA,
EP6,Eye Care 20/20,NJ,
EP7,Eye Clinic PC,OR,
EP8,Eye Clinic Of Wisconsin,WI,
EPB,Eyes Of Texas Clinic,TX,
EPG,Eye Group,AR,
EPK,Eye Specialties Med Grp,CA,
EPL,Eastern Hills Pediatrics,OH,
EPN,Eye Physicians & Surgeons,GA,
EPP,Eye Specialists Of Mid-Florida,FL,
EPT,Emerald Physicians Services,MA,
EPU,Eye Institute,FL,
EPV,Eye Center,FL,
EPW,Eye Associates Of Boca Raton,FL,
EPX,Elmwood Pediatric Group,NY,
EPY,Elizabeth Surgical Group,NJ,
EPZ,Eye Care Associates,NE,
EQ1,Eye Care & Surgery Center,NJ,
EQ2,Eye Surgery Center,TX,
EQ5,Snead Cataract & Eye Physicians,FL,
EQ7,East Valley Cardiology Ltd,AZ,
EQ8,Eyecare Consultants,IN,
EQA,Eau Claire Medical Clinic,WI,
EQC,Endocrinology Consultants,MS,
EQE,Optivision Eye Care,WI,
EQF,Eye Clinic Of Manitowoc,WI,
EQH,Eye Clinic Of Bellevue,WA,
EQI,Eye Clinic Of Fairbanks,AK,
EQJ,East Suburban Ophthalmic,PA,
EQK,East Suburban OB/GYN Assocs,PA,
EQL,Englewood Family Practice,CO,
EQM,Eye Center,SC,
EQN,Eye Consultants Of Atlanta PC,GA,
EQP,East Street Kids,CA,
EQQ,Emergency Resources Group,FL,
EQR,Eye Associates Of Washington,VA,
EQS,Eastside Pathology,WA,
EQW,El Rio Health Center,AZ,
EQY,Eye Health Of Fort Myers,FL,
ER1,Evergreen Pediatric Clinic,WA,
ER2,Eye Surgeons Of Indiana,IN,
ER6,Eastern Infectious Disease,NY,
ER7,Eastern Indiana Sports/Ortho,IN,
ER8,Ear Nose/Throat Specs NW PA,PA,
ER9,ENT Specialists Of Abilene,TX,
ERB,Evansville Psychiatric Assocs,IN,
ERC,Eye Care Physicians & Surgeons,NJ,
ERD,Eye Center Of Northern Colorado,CO,
ERF,Eye Associates Of CO Sprngs,CO,
ERH,Eureka Internal Medicine,CA,
ERJ,Ellis & Badenhausen Orthopedics,KY,
ERL,Elko Clinic,NV,
ERM,East River Medical,NY,
ERN,Ear Nose & Throat Med Grp,DC,
ERO,Edmonds Eye Care Associates,WA,
ERQ,Eastside Urology Associates,WA,
ERT,Easley General Surgeons,SC,
ERW,Eye Doctors Of Lancaster,PA,
ERY,Bradley Black MD Eye Associates,IN,
ERZ,ENT Associates Of Southern IN,IN,
ES1,Emmett Medical Center,ID,
ES2,Eye Care Ltd,IL,
ES5,East Louisville Pathology,KY,
ES6,Eastbank Primary Care Assocs,LA,
ESA,Emergency Service Associates,MD,
ESB,Eye Surgeons Associates PC,IA,
ESC,Eye Surgery Center Of,LA,
ESE,Erie Eye Clinic,PA,
ESG,East Side Surgical Group Inc,RI,
ESH,Esse Health IL &,MO,
ESJ,Eye Medical Center Of Fresno,CA,
ESK,Ear Nose & Throat Specialists,NE,
ESL,Emergency Medicine Consultnts,MD,
ESM,Eastern Sierra Medical Group,NV,
ESN,Eugene/Springfield Nephrology,OR,
ESQ,Eye Associates,ID,
ESR,East Suburban Rehabilitation,PA,
ESS,Eastern Connecticut Ear Nose &,CT,
ESU,Eastside Neurology Inc,RI,
ESW,Eye Associates West Jefferson,LA,
ESY,Eastern Idaho Cardiology,ID,
ESZ,Eye Surgery Associates,OH,
ET1,Endocrine Medical Associates,NJ,
ET6,East Tennessee Pulmnry Assocs,TN,
ET9,Eye Consultants Of Maryland,MD,
ETA,Ear Nose/Throat Surgical Associ,CA,
ETB,East Louisville Pediatrics,KY,
ETD,Envision Eyecare,NJ,
ETE,East Memphis Anesthesia,TN,
ETF,Eastern Idaho Med Cnsltnts,ID,
ETH,East Tennessee Heart Cnsltnts,TN,
ETI,Eyre Dermatology Clinic,UT,
ETK,Eye Associates Of Wilmington,NC,
ETL,Elliot & True Medical Group,CA,
ETM,East Tennessee Medical Group,TN,
ETO,East Tennessee Ear Nose & Throa,TN,
ETP,Ear Nose & Throat Group Central,NJ,
ETQ,Evergreen Family Medicine PC,OR,
ETR,Eastern Conneticut Cardiology,CT,
ETT,Eye Center,TN,
ETU,East Michigan Eye Center,MI,
ETV,Eye Assocs Northern New Eng,NH,
ETZ,Essex Women's Health Center,NJ,
EU1,Encompass Medical Group,MO,
EU3,Englewood Surgical Associates,NJ,
EU6,Eastern Vascular Associates,NJ,
EU7,Emergency Medicine Phys Grp,UT,
EU9,Eye Health Partners Inc,TN,
EUA,Eastern Shore Urology Associate,MD,
EUB,Erdey Eye Group,OH,
EUC,Ewing Medical Associates,NJ,
EUD,Eye Associates,TX,
EUE,Emergency Care Specialists,PA,
EUI,Eye Care Physicians & Sgns,OR,
EUJ,ENT & Head Neck Sgy Huntsvlle,AL,
EUK,Ear Nose & Throat Specialists,LA,
EUN,Eye Consultants,MO,
EUO,Edward Medical Group,IL,
EUP,Emergency Group Inc,HI,
EUQ,Eye Center Optometric,CA,
EUS,Eye Care Associates Of San Fran,CA,
EUV,Estrella Womens Health Center,AZ,
EUX,Eye Associates,KY,
EUY,Enid Urology,OK,
EUZ,Elmhurst Medical Associates,IL,
EV2,Eye Associates,MO,
EV4,Eastern OB/GYN PC,AL,
EV6,Eastern Shore Medical Specs,AL,
EV7,Elmwood Health Center,NY,
EV9,El Paso Gastrntrlgy Consltnts,TX,
EVA,Ear Nose & Throat Specialists O,VA,
EVC,Eye Specialists Of Indiana,IN,
EVD,Erickson Dreisen Lee Eye Ctr,NJ,
EVF,Everyday Family Sgcl Med Grp,CA,
EVG,Eye Specialists Of Escandido,CA,
EVH,East Valley Hematology/Oncology,CA,
EVJ,Eye Specialists,NE,
EVM,Eastern Maine Eye Associates,ME,
EVQ,Eye Surgery Center,IL,
EVR,Everett Clinic,WA,
EVS,Eastern Ear Nose & Throat,NC,
EVT,NorthShore Uni Health System Me,IL,
EVU,Eastern Carolina Emerg Phys,NC,
EVV,Ear Medical Group,TX,
EVW,Women Health Specs Morristown,TN,
EVY,El Paso Ear Nose/Throat Assocs,TX,
EW2,Eye Group Associates,OR,
EW3,East Bay Radiation Onclgy Ctr,CA,
EW4,Essex Cardiology Associates,MA,
EW6,East Tennessee Medical Assocs,TN,
EW8,Eye Surgery Associates,FL,
EW9,Eastern Podiatry,NV,
EWA,EL Paso Cardiology Associates,TX,
EWB,Eye Physicians & Surgeons,IL,
EWE,Eastwest Eye Institute,CA,
EWG,Multicare Ear Nose & Throat,WA,
EWH,Ear Nose Throat Phys/Sgns,NH,
EWI,Ear Nose Throat Associates,OR,
EWK,Ear Nose Throat/Allergy Associa,GA,
EWO,Ear Nose & Throat Clinic,CA,
EWR,East Texas Hematology/Onc,TX,
EWS,East Texas Oral/Maxillofacial,TX,
EWV,East Georgia Kidney Group,GA,
EWX,East Milton Pediatrics,MA,
EX1,Eastern Carolina Ped Assocs,SC,
EX2,Evansville Primary Care,IN,
EX3,East Bay Pathology Group,CA,
EX7,Eastside Pediatrics,SC,
EX8,Essex Orthopedics,MA,
EXD,ENT Specialists,UT,
EXE,Executive Urology,OH,
EXH,Eye Associates PC,MA,
EXI,Eye Care Associates,TX,
EXM,Elizabeth Medical Group,NJ,
EXN,East Central Iowa Acute Care,IA,
EXO,Eastern Medical Specialists,AL,
EXP,Excel Orthopedic Specialists,MA,
EXQ,Eye Consultants Of Northern,VA,
EXS,Environmental Health Center,TX,
EXV,ENT Head & Neck Specialists,PA,
EXW,Ear Nose & Throat Group,TX,
EXZ,EMG Clinics Of Tennessee,TN,
EY3,Eye Center Of Southern,IN,
EY5,Eastside Podiatry,NY,
EY6,Emergency Treatment Services,IL,
EY7,Eyecare Management LLC,IL,
EY8,ENT Physicians & Surgeons,NH,
EY9,Eastbay Center Digestive Hlth,CA,
EYA,Eye Associates Of Lancaster,PA,
EYB,East Bay Pulmonary Medical Grp,CA,
EYD,Eye Diagnostic Center,NJ,
EYE,Lake Charles Eye Clinic,LA,
EYF,Eye & Laser Center,SC,
EYG,American Health Network Eye Spc,IN,
EYH,Every Woman's Health,OR,
EYI,Eureka Pediatrics,CA,
EYJ,Eye Site Of Tampa Bay,FL,
EYK,Eau Claire Anesthesiologists,WI,
EYL,Eye Clinic Of Livonia,MI,
EYN,Eastern Radiologists Inc,NC,
EYO,Eye Care Institute,KY,
EYR,Fairview Eye Center,OH,
EYS,Eye Specialist Center,IL,
EYV,Eye Care & Vision Associates,NY,
EYW,Eastside Gynecology/Obstetrics,MI,
EYX,Enterprise Women's Center,AL,
EYY,Enfield Medical Associates,CT,
EYZ,Elizabethtown Ortho Assocs,KY,
EZ2,Eye Center,NJ,
EZ3,Emergency Service Partners,TX,
EZ4,Eye Surgery Institute,MI,
EZ6,Ear Nose & Throat Specialists,MI,
