Code5,Hospital Code,STATE
JEC,John J Pershing VA Medical Ctr,MO
JED,Jefferson City Correctional Ctr,MO
JEE,FW Huston Medical Center,KS
JEF,Jefferson Community Health Ctr,NE
JEG,Jennings American Legion Hosp,LA
JEH,John L Mcclellan Mem Vetrn Hosp,AR
JEI,J D McCarty Center For Children,OK
JEJ,Mercy Hospital Tishomingo,OK
JEK,Jefferson County Hospital,OK
JEL,Jane Phillips Nowata Health Ctr,OK
JEM,Jefferson Hills Adlsnt Tmnt Ctr,CO
JEN,Jefferson Hills Lakewood,CO
JEO,Johnson County Health Care Ctr,WY
JEP,John C Lincoln Deer Valley Hosp,AZ
JEQ,Jerry L Pettis VA Medical Ctr,CA
JES,John George Psychiatric Hosp,CA
JET,John C Fremont Healthcare Dis,CA
JEU,Rain Forest Recovery Center,AK
JEV,Jack & Jane Hamilton Heart Hosp,TX
JFF,Jefferson Regional Medical Ctr,AR
JMA,Jamaica Hospital Medical Center,NY
JMH,Johnson Memorial Hospital,IN
JOH,Johns Hopkins Bayview Med Ctr,MD
JPH,Jupiter Medical Center,FL
JPR,West Jefferson Medical Center,LA
JRM,Jefferson Hospital,PA
JSH,Jackson Hospital & Clinic Inc,AL
K01,Kansas Medical Center,KS
K02,Karmanos Cancer Center,MI
K03,Kernersville Medical Center,NC
KA1,Kiowa District Hospital,KS
KA2,Kern Valley Healthcare District,CA
KA3,Peacehealth Ketchikan Med Ctr,AK
KA4,Middle Park Medical Center,CO
KA6,Kearny County Hospital,KS
KA7,Knapp Medical Center,TX
KA9,Kit Carson County Hlth Svs Dis,CO
KAA,Trios Health,WA
KAB,Kosciusko Community Hospital,IN
KAC,University Of Arzna Med Ctr Sth,AZ
KAD,Kossuth Regional Health Center,IA
KAE,Katherine Shaw Bethea Hospital,IL
KAF,KershawHealth,SC
KAG,Kittson Memorial Hospital,MN
KAH,Ka'u Hospital,HI
KAI,Kishwaukee Community Hospital,IL
KAJ,Kanakanak Hospital,AK
KAK,Knox County Hospital,TX
KAL,Kahi Mohala Hospital,HI
KAM,King's Daughters Medical Center,KY
KAN,Kings County Hospital Center,NY
KAO,Kirby Medical Center,IL
KAP,Kane County Hospital,UT
KAQ,Monmouth Medical Ctr Sthrn Cmps,NJ
KAR,Kingsbrook Jewish Medical Centr,NY
KAS,Kane Community Hospital,PA
KAT,Kaweah Delta South Campus,CA
KAU,Kentucky River Medical Center,KY
KAV,Aspirus Keweenaw Hospital,MI
KAW,Kendall Regional Medical Center,FL
KAX,Kenmore Mercy Hospital,NY
KAY,Kent Memorial Hospital,RI
KBA,Keefe Memorial Hospital,CO
KBB,Kindred Hospital-Los Angeles,CA
KBC,Kauai Veterans Memorial Hosp,HI
KBD,Kedren Community Mental Health,CA
KBE,Ochsner Medical Center-Kenner,LA
KBF,Kootenai Health,ID
KBG,Kalispell Regional Medical Ctr,MT
KBH,Kings Mountain Hospital,NC
KBI,Kingswood Hospital,MI
KBJ,Flaget Memorial Hospital,KY
KBK,Kindred Hospital-Boston N Shore,MA
KBL,Kindred Hospital-Boston,MA
KBN,Kessler Institute For Rehab,NJ
KBO,Kessler Institute Rehab,NJ
KBP,Kessler Institute Of Rehab,NJ
KBQ,Kennedy University Hospital,NJ
KBR,Kennedy Hospital Wshngtn Twnshp,NJ
KBS,Kirby Forensic Psychiatric Ctr,NY
KBT,Keller Army Community Hospital,NY
KBV,Kingsboro Psychiatric Center,NY
KBW,Health Alliance Hosp Brdwy Cmps,NY
KBX,Kindred Hospital-Pittsburgh,PA
KBY,Kidspeace Children's Hospital,PA
KBZ,Keystone Center,PA
KCB,Kindred Hospital-Philadelphia,PA
KCC,Kirkbride Center,PA
KCE,Armed Forces Retirement Home,DC
KCF,Kennedy Krieger Institute,MD
KCG,Univ Maryland Rehab Ortho Inst,MD
KCI,The Kimmel Cancr Ctr Jhns Hpkns,MD
KCJ,Kluge Children's Rehab Ctr,VA
KCK,Newport News Behavioral Health,VA
KCM,Old Vineyard Behavioral Hlth,NC
KCN,Kindred Hospital-Greensboro,NC
KCO,Kirkland Infirmary,SC
KCP,Vibra Hospital Of Charleston,SC
KCQ,Kindred Hospital-Atlanta,GA
KCR,Kindred Hospital North Florida,FL
KCS,Kindred Hospital-Hollywood,FL
KCT,Kindred Hosp Sth Fl Crl Gbls,FL
KCU,Kindred Hospital Ft Lauderdale,FL
KCV,Kindred Hospital Central Tampa,FL
KCW,Kindred Hospital Bay Area Tampa,FL
KCX,Kindred Hospital-Saint Petrsbrg,FL
KCY,Kindred Hospital-Chattanooga,TN
KDA,King's Daughters Hospital,MS
KDC,Keesler Medical Center,MS
KDD,King's Daughters Medical Center,MS
KDE,Kilmichael Hospital,MS
KDF,Kentucky Correctional Psych Ctr,KY
KDG,Kentucky State Reformatory,KY
KDH,Kosair Children's Hospital,KY
KDI,Kindred Hospital Louisville,KY
KDJ,Knox County Hospital,KY
KDL,Knox Community Hospital,OH
KDM,Kindred Hosp Cleveland Gateway,OH
KDN,Healthspan,OH
KDO,Kettering Behavioral Medcn Ctr,OH
KDP,Kindred Hospital Indianapls Sth,IN
KDQ,Kindred Hospital Indianapolis,IN
KDR,Vibra Hospital South Eastern MI,MI
KDS,Spectrum Health Kelsey Hospital,MI
KDT,Kalamazoo Psychiatric Hospital,MI
KDU,Kalkaska Memorial Health Center,MI
KDV,Kimball Ridge Center - Horizons,IA
KDW,Keokuk County Health Center,IA
KDX,Keokuk Area Hospital,IA
KDY,Post Acute Specialty Hospital,WI
KDZ,Firstlight Health System,MN
KEA,Kenmare Community Hospital,ND
KEB,Acadia Montana,MT
KEC,Kindred Hospital Chicago Nrthlk,IL
KED,Kindred Hospital-Sycamore,IL
KEE,Kindred Hospital Chicago North,IL
KEF,Kindred Chicago Central Hosp,IL
KEG,Kindred Chicago Lakeshore,IL
KEH,Touchette Regional Hospital,IL
KEI,Kindred Hospital Saint Louis,MO
KEJ,Kindred Hospital Kansas City,MO
KEL,Kansas City Orthopaedics Inst,KS
KEM,Kansas Neurological Institute,KS
KEN,Bayhealth Medical Center At Knt,DE
KEO,Kansas Rehabilitation Hospital,KS
KEP,Kingman Community Hospital,KS
KEQ,Kansas Surgery & Recovery Ctr,KS
KER,Kansas Heart Hospital,KS
KES,Kearney County Health Services,NE
KET,Kimball Health Services,NE
KEU,Kindred Hospital New Orleans,LA
KEW,OSF Saint Lukes Medical Center,IL
KEX,Kindred Hospital Oklahoma City,OK
KEY,Mercy Hospital Kingfisher,OK
KEZ,Kindred Hospital Whiterock,TX
KFA,Kindred Hospital Of Dallas,TX
KFB,Kindred Hospital-Arlington,TX
KFC,Kindred Hospital Fort Worth,TX
KFD,Kindred Hospital-Frt Wth Sthwst,TX
KFE,Kell West Regional Hospital,TX
KFF,Mclane Chldrns Hosp Sctt & Whte,TX
KFG,Kimble Hospital,TX
KFH,Kindred Hospital-Houstn Med Ctr,TX
KFI,Kindred Hospital Houstn Nrthwst,TX
KFJ,Kingwood Medical Center,TX
KFK,Kindred Hospital Bay Area,TX
KFL,Kerrville State Hospital,TX
KFM,Kindred Hospital Of San Antonio,TX
KFN,Kindred Hospital-Denver,CO
KFO,Kindred Hospital-Phoenix,AZ
KFP,Kindred Hospital Tucson,AZ
KFQ,Kindred Hospital-Albuquerque,NM
KFR,Kindred Hospital Sahara,NV
KFS,Kaiser Permanente Mental Health,CA
KFT,Kaiser Permnte Ls Angls Med Ctr,CA
KFU,Kaiser Prmnte Wst Ls Angls Med,CA
KFV,Kindred Hospital La Mirada,CA
KFW,Kaiser Permanente Medical Ctr,CA
KFX,Kaiser Permanente Medical Ctr,CA
KFZ,Kaiser Woodland Hlls Med Ctr,CA
KGA,Kaiser Permanente Panorama City,CA
KGB,Kaiser Permanente Medical Ctr,CA
KGC,Kindred Hospital Ontario,CA
KGD,Kindred Hospital West Covina,CA
KGE,Kindred Hospital San Diego,CA
KGF,Kaiser Permanente Medical Ctr,CA
KGG,Kaiser Permanente Fntna Med Ctr,CA
KGH,Kensington Hospital,PA
KGI,Kaiser Permanente Rvrsd Med Ctr,CA
KGJ,Pacific Grove Hospital,CA
KGK,Kindred Hospital-Westminster,CA
KGL,Kindred Hospital Of Santa Ana,CA
KGM,Kaiser OC Anaheim Medical Ctr,CA
KGN,Kindred Hospital Brea,CA
KGO,Kaweah Delta Healhcare District,CA
KGP,Kaiser Permanente Medical Ctr,CA
KGQ,Kaiser Permanente Redwood City,CA
KGR,Kaiser Permanente Medical Ctr,CA
KGS,Kaiser Foundation Hospital,CA
KGT,Kaiser Permanente Med Ctr-Hywrd,CA
KGV,Kindred Hospital San Frncsco By,CA
KGW,Kaiser Permanente Medical Ctr,CA
KGX,Kaiser Prmnte Walnt Crk Med Ctr,CA
KGY,Kaiser Permanente Oklnd Med Ctr,CA
KGZ,Kaiser Permanente Medical Ctr,CA
KHA,Kaiser Permante Med Ctr Sn Rafl,CA
KHB,Kentfield Rehab Speclty Hosp,CA
KHC,Kaiser Permanente Medical Ctr,CA
KHD,Kaiser Permnente Med Ctr Sn Jse,CA
KHE,Kaiser Foundation Hospital,CA
KHG,Kaiser Permanente Medical Ctr,CA
KHH,Vibra Hospital Sacramento,CA
KHI,Kaiser Permanente Medical Ctr,CA
KHJ,Kaiser Permanente,CA
KHK,Kaiser Permanente Med Ctr,CA
KHM,Kahuku Medical Center,HI
KHN,Kona Community Hospital,HI
KHO,Kohala Hospital,HI
KHP,Kula Hospital & Clinic,HI
KHQ,Kuakini Health System,HI
KHR,Kaiser Permanente Mnlua Med Ctr,HI
KHS,Kapiolani Medical Ctr Wmn/Chldn,HI
KHT,Kaiser Sunnyside Medical Center,OR
KHU,Kindred Hospital Seattl Nrthgte,WA
KHV,Kitsap Mental Health Services,WA
KHW,Klickitat Valley Health,WA
KHX,Kittitas Valley Healthcare,WA
KHY,Kadlec Regional Medical Center,WA
KHZ,Kindred Hospital-Mansfield,TX
KIN,Kingman Regional Medical Center,AZ
KMD,Pali Momi Medical Center,HI
KNK,Kennedy University Hosp-Strat,NJ
KRN,Kern Medical Center,CA
KSD,King's Daughters Health,IN
KTR,Kettering Medical Center,OH
KVA,Knoxville Hospital & Clinics,IA
L01,Lakeway Regional Medical Center,TX
L02,Lifeline Hospital,OH
LA1,Livingston Healthcare,MT
LA2,Geisinger- Lewistown Hospital,PA
LA3,Lower Umpqua Hospital,OR
LA4,Sanford Luverne Medical Center,MN
LA5,Lutheran Hospital Of Indiana,IN
LA6,Lincoln Regional Center,NE
LA7,Lawrence & Memorial Hospital,CT
LA8,Lima Memorial Health System,OH
LAA,Long Island Jewish Medical Ctr,NY
LAB,Loma Linda University Med Ctr,CA
LAC,Loyola University Medical Ctr,IL
LAE,Lost Rivers Medical Center,ID
LAF,Wake Forst Bap Hlth Lxgtn Med,NC
LAG,Lawrence Medical Center,AL
LAI,Lawrence Memorial Hospital,KS
LAJ,Excela Health Latrobe Hospital,PA
LAK,Lake Norman Regional Med Ctr,NC
LAL,Lahey Hospital & Medical Center,MA
LAM,Logansport Memorial Hospital,IN
LAN,Inova Loudoun Hospital,VA
LAP,Lourdes Hospital,KY
LAQ,Lodi Memorial Hospital West,CA
LAR,Lewis-Gale Medical Center,VA
LAS,Advocate Lutheran General Hosp,IL
LAT,University Health Center,LA
LAU,Palmdale Regional Medical Ctr,CA
LAV,Lavaca Medical Center,TX
LAW,Lucas County Health Center,IA
LAX,Indiana Unvsty Hth La Prte Hosp,IN
LAY,L V Stabler Memorial Hospital,AL
LAZ,Lapaz Regional Hospital,AZ
LB1,Liberty-Dayton Reg Med Ctr,TX
LB2,Limestone Medical Center,TX
LB3,Scott & White Hospital Llano,TX
LB4,Liberty Regional Medical Center,GA
LB5,Labette Health,KS
LB6,Lincoln Hospital,WA
LB7,Tri-Point Medical Center,OH
LB8,Lakeview Hospital,UT
LB9,Lamb Healthcare Center,TX
LBA,Lawrence General Hospital,MA
LBB,Lower Bucks Hospital,PA
LBC,Medical Center Barbour,AL
LBD,Logan Regional Medical Center,WV
LBE,Lankenau Medical Center,PA
LBF,Lonesome Pine Hospital,VA
LBG,Lincoln Medical Center,TN
LBH,Lodi Community Hospital,OH
LBI,Leonard J Chabert Medical Ctr,LA
LBK,Lucile Packard Children's Hosp,CA
LBL,Adventist La Grange Mem Hosp,IL
LBM,Long Beach Memorial Medical Ctr,CA
LBN,Legacy Good Samaritan Hospital,OR
LBP,Lehigh Regional Medical Center,FL
LBQ,Methodist Hospitals Northlake,IN
LBR,GHS Laurens County Mem Hosp,SC
LBS,Lourdes Medical Center,WA
LBU,Lincoln County Medical Center,MO
LBV,Litzenberg Memorial County Hosp,NE
LBW,Lafayette Regional Health Ctr,MO
LBX,Mayo Clinic Hlth Sys Eau Claire,WI
LBY,Lallie Kemp Reg Medical Center,LA
LBZ,La Salle General Hospital,LA
LCA,Lakeland Community Hospital,AL
LCB,SageWest Health Care Lander,WY
LCC,Los Alamos Medical Center,NM
LCD,Lake Martin Community Hospital,AL
LCE,Littleton Adventist Hospital,CO
LCF,Lawnwood Reg Med Ctr Hrt Inst,FL
LCG,La Palma Intercommunity Hosp,CA
LCI,Lifestream Behavioral Center,FL
LCJ,Laird Hospital,MS
LCK,Lake Regional Health System,MO
LCL,Los Alamitos Medical Center,CA
LCM,Little Company Of Mary Hospital,IL
LCO,Prvdnce Littl Cmpny Mry Med Ctr,CA
LCP,Our Lady Of Lourdes Mem Hosp,NY
LCQ,Bronson Lakeview Hospital,MI
LCR,Loretto Hospital,IL
LCS,Legacy Emanuel Medical Center,OR
LCT,Lincoln County Hospital,KS
LCU,Lakeland Regional Medical Ctr,FL
LCV,Grays Harbor Community Hospital,WA
LCW,Windsor Laurlwd Ctr Bhvrl Medcn,OH
LCX,Las Palmas Medical Center,TX
LCY,LAC USC Medical Center,CA
LDA,Lowell General Hospital,MA
LDC,Lemuel Shattuck Hospital,MA
LDD,Lawrence Memorial Hospital,MA
LDE,L'acadie,ME
LDF,Lourdes Medical Ctr Burlington,NJ
LDG,NY Presbyterian Lawrence Hosp,NY
LDH,Landmark Medical Center,RI
LDJ,Lewis County General Hospital,NY
LDK,Eastern Niagara Hospital,NY
LDN,Lifecare Hospitals Of Pittsbrgh,PA
LDO,Lebanon VA Medical Center,PA
LDP,Lancaster Regional Medical Ctr,PA
LDQ,Lockhaven Hospital,PA
LDR,Lehigh Valley Hospital Muhlnbrg,PA
LDS,Lehigh Valley Hospital Cdr Crst,PA
LDT,Livengrin Foundation,PA
LDU,Laurel Regional Hospital,MD
LDV,Levindale Hebrew Geriatric Ctr,MD
LDW,Lake Taylor Transitional Care,VA
LDX,Lewis-Gale Behavioral Health,VA
LDY,Lady Of The Sea General Hosp,LA
LDZ,Life Center Of Galax,VA
LEA,Centra Lynchburg General Hosp,VA
LEC,Louis A Johnson VA Medical Ctr,WV
LED,Lifecare Hospitals Of NC,NC
LEE,Lee Memorial Health Systems,FL
LEF,Carolinas Healthcare Sys-Lincln,NC
LEG,Lenoir Memorial Hospital,NC
LEH,Lehigh Valley Hospital,PA
LEI,Lake City Community Hospital,SC
LEJ,Mc Leod Loris Hospital,SC
LEK,Laurel Heights Hospital,GA
LEL,Louis Smith Memorial Hospital,GA
LEN,Lake Butler Hospital,FL
LEO,Lake City Medical Center,FL
LEP,Lakeview Center,FL
LEQ,La Amistad Behavioral Hlth Svs,FL
LER,Lakeside Behavioral Health Care,FL
LES,Lakeside Behavioral Healthcare,FL
LET,Lower Keys Medical Center,FL
LEU,Larkin Community Hospital INC,FL
LEV,Largo Medical Ctr Indian Rocks,FL
LEW,Lake Wales Medical Center,FL
LEX,Lexington Medical Center,SC
LEY,North Campus Rehab & Nursng Ctr,FL
LEZ,Leesburg Regional Med Ctr,FL
LFA,Lawnwood Pavilion,FL
LFB,Noland Hospital Montgomery,AL
LFC,Laughlin Memorial Hospital,TN
LFD,Lakeway Regional Hospital,TN
LFG,Lafayette General Medical Ctr,LA
LFH,Northwestern Lake Forest Hosp,IL
LFI,Lakeside Behavioral Health Sys,TN
LFK,Livingston Regional Hospital,TN
LFL,Baptist Medical Center Leake,MS
LFM,Lackey Memorial Hospital,MS
LFN,Lawrence County Hospital,MS
LFO,Lincoln Trail Behav Hlth Sys,KY
LFP,Livingston Hospital Hlth Cr Svs,KY
LFQ,Lake Cumberland Regional Hosp,KY
LFR,London Correctional Institution,OH
LFS,Lorain Correctional Institution,OH
LFT,West Medical Center,OH
LFU,Lakewood Hospital,OH
LFV,Lutheran Hospital,OH
LFW,Louis Stokes VA Medical Center,OH
LFX,Lebanon Correctional Institute,OH
LFY,Lifecare Hospitals Of Dayton,OH
LFZ,Larue Carter Memorial Hospital,IN
LGA,Parkview Lagrange Hospital,IN
LGB,Logansport State Hospital,IN
LGC,Franciscan St Eliz Hlth E Cmps,IN
LGD,Mc Laren-Lapeer Region,MI
LGE,Lakeland Healthcare,MI
LGF,Lakeland Community Hospital,MI
LGH,Lancaster General Hospital,PA
LGJ,Mercy Health Lakeshore,MI
LGM,Loring Hospital,IA
LGN,Lakes Regional Health Care,IA
LGO,Lakeview Specialty Hosp & Rehab,WI
LGP,Libertas Treatment Center,WI
LGQ,Langlade Hospital,WI
LGS,Lakeview Medical Center,WI
LGT,Longmont United Hospital,CO
LGU,Mayo Clinic Health Sys Lk Cty,MN
LGV,Lakeside Medical Center,MN
LGW,Lakeview Hospital,MN
LGX,Lake View Memorial Hospital,MN
LGY,Centracare Health-Long Prairie,MN
LGZ,Lake Region Healthcare,MN
LHA,Lakewood Health Center,MN
LHC,Landmann Jungman Memorial Hosp,SD
LHD,Sanford Hospital Webster,SD
LHE,Lead-Deadwood Regional Hospital,SD
LHF,Spearfish Regional Hospital,SD
LHG,Lisbon Area Health Services,ND
LHH,Lenox Hill Hospital,NY
LHI,Linton Hospital Med Cntr,ND
LHJ,Liberty Medical Center,MT
LHK,Linden Oaks At Edward,IL
LHL,La Rabida Children's Hospital,IL
LHN,Lawrence County Memorial Hosp,IL
LHO,Liberty Hospital,MO
LHP,Lee's Summit Medical Center,MO
LHQ,Lakeland Behavioral Health Sys,MO
LHR,Lansing Correctional Facility,KS
LHS,Lindsborg Community Hospital,KS
LHT,Larned State Hospital,KS
LHU,Logan County Hospital,KS
LHV,Lane County Hospital,KS
LHW,Tulane Lakeside Hospital,LA
LIB,Our Lady Of The Angels Hospital,LA
LIC,Lakeview Reg Med Cntr,LA
LIF,Lane Regional Medical Center,LA
LIG,Lifecare Hospital North,LA
LIH,Lifecare Hospital Main Campus,LA
LII,Lifecare Hospitals Of Pierrmont,LA
LIJ,University Health Conway,LA
LIK,Northern Louisiana Medical Ctr,LA
LIL,Little River Memorial Hospital,AR
LIN,Levi Hospital,AR
LIO,Lawrence Memorial Hospital,AR
LIP,Mercy Hospital Of Logan County,OK
LIQ,Lakeside Women's Hospital,OK
LIR,Lawton Indian Hospital,OK
LIS,Laureate Psychiatric Clin/Hosp,OK
LIT,Latimer County General Hospital,OK
LIU,Lake Pointe Medical Center,TX
LIV,Las Colinas Medical Center,TX
LIW,Lifecare Hospitals Of Dallas,TX
LIZ,Longview Regional Medical Ctr,TX
LJA,Allegiance Specialty Hospital,TX
LJB,Lake Granbury Medical Center,TX
LJC,Lifecare Hosp Of Fort Wort,TX
LJE,Lillian Hudspeth Memorial Hosp,TX
LJF,La Hacienda Treatment Center,TX
LJG,Laredo Medical Center,TX
LJH,Lifecare Hospitals San Antonio,TX
LJI,Laurel Ridge Treatment Center,TX
LJJ,Lifecare Hospitals Of South Tx,TX
LJK,Lynn County Hospital District,TX
LJL,Covenant Womens/Childrens Hosp,TX
LJM,Las Palmas Del Sol Rehab Hosp,TX
LJN,Colorado Acute Care Hospital,CO
LJO,Lincoln Community Hosp & Cr Ctr,CO
LJP,Logan Regional Hospital,UT
LJQ,Los Ninos Hospital,AZ
LJR,Lea Regional Medical Center,NM
LJS,Lincoln County Medical Center,NM
LJT,Los Angeles Shrffs Dept Med Svs,CA
LJV,Los Angeles Community Hospital,CA
LJX,Lakewood Regional Medical Ctr,CA
LJY,La Paz At Paramount,CA
LJZ,Providence Littl Co Mry Med Ctr,CA
LKA,La Casa Mental Health Center,CA
LKB,Los Robles Hospital & Med Ctr,CA
LKC,Landmark Medical Center,CA
LKD,Lanterman Developmental Center,CA
LKE,Lake Charles Memorial Hospital,LA
LKF,Loma Linda University Med East,CA
LKG,Loma Linda Univ Bhvrl Medcn Ctr,CA
LKH,Lompoc Valley Medical Center,CA
LKI,Laguna Honda Hosp & Rehab Ctr,CA
LKJ,UCSF Langley Porter Psych Hosp,CA
LKL,Lodi Memorial Hospital,CA
LKM,Lana'i Community Hospital,HI
LKN,Leahi Hospital,HI
LKO,Legacy Mount Hood Medical Ctr,OR
LKP,Legacy Meridian Park Hospital,OR
LKQ,Lake District Hosp/Lng Trm Cr,OR
LKR,Lakes Region General Hospital,NH
LKS,Lakeside Milam Recovery Center,WA
LKT,Lake Chelan Community Hospital,WA
LKU,Lourdes Counseling Center,WA
LKV,Noland Hospital Anniston,AL
LKW,Noland Hospital Dothan,AL
LKX,Noland Hospital Birmingham,AL
LLA,Lane Frost Health & Rehab Ctr,OK
LLB,Lifecare Hospitals Of Plano,TX
LLC,Lahey Medical Center,MA
LLD,Legacy Salmon Creek Medical Ctr,WA
LLE,Lakewood Ranch Medical Center,FL
LLF,Little Falls Hospital,NY
LLG,Lutheran Gen Hos Adv Chld Hosp,IL
LLH,Lubbock Heart & Surgcl Hosp,TX
LMH,Licking Memorial Hospital,OH
LMS,Logan Memorial Hospital,KY
LNN,Lincoln Medical & Mntl Hlth Ctr,NY
LRM,Lakeland Specialty Hospital,MI
LTS,Starr Regional Medical Center,TN
LTT,Littleton Regional Healthcare,NH
LUT,Lutheran Medical Center,NY
M03,Memorial Hermann Northwest Hosp,TX
M7D,Weiser Memorial Hospital,ID
MA1,Marcus Daly Memorial Hospital,MT
MA2,Einstein Medical Ctr Montgomery,PA
MA3,Baystate Mary Lane Hospital,MA
MA4,Jersey Shore University Med Ctr,NJ
MA5,Minneola District Hospital,KS
MA6,Le Bonheur Children's Hospital,TN
MA8,Monroe Clinic,WI
MAA,Morehouse General Hospital,LA
MAB,Mount Desert Island Hospital,ME
MAC,Miami Valley Hospital,OH
MAD,Univ TX M D Anderson Cancer Ctr,TX
MAE,George L Mee Memorial Hospital,CA
MAF,Magnolia Regional Med Center,AR
MAG,Magee Womens Hospital Of UPMC,PA
MAH,Muleshoe Area Medical Center,TX
MAI,Maimonides Medical Center,NY
MAJ,Major Hospital,IN
MAK,Mt Washington Pediatric Hosp,MD
MAL,Massachusetts General Hospital,MA
MAM,Medina Regional Hospital,TX
MAN,Manchester Memorial Hospital,CT
MAO,Mobile Infirmary Medical Center,AL
MAP,Martin Medical Center,FL
MAQ,Mercy Medical Center,NY
MAS,Affinity Medical Center,OH
MAT,Moss Memorial Health Clinic,LA
MAV,Meriter-UnityPoint Health Hosp,WI
MAW,Mount Sinai Medical Center,NY
MAX,Iowa Mthdst Med Ctr Untypt Hlth,IA
MAY,Mayo Regional Hospital,ME
MAZ,Memorial Healthcare,MI
MB1,Mark Twain Medical Center,CA
MB2,Saint Vincent's Blount,AL
MB3,Multicare Hlth Sys Mry Brdg Chl,WA
MB4,Mckay Dee Hospital,UT
MB5,Marshall Medical Center,TN
MB6,University Toledo Medical Ctr,OH
MB7,Morton Hospital,MA
MB9,Monroe County Hospital,AL
MBA,Marshall Medical Center,CA
MBB,Mannie Hamilton Health System,WV
MBC,Miami Children's Hospital,FL
MBD,Millcreek Community Hospital,PA
MBE,Maine Medical Center,ME
MBF,Martin General Hospital,NC
MBG,Martha Jefferson Hospital,VA
MBH,Mercy Medical Center Redding,CA
MBI,Vernon Memorial Healthcare,WI
MBJ,Mary Black Memorial Hospital,SC
MBK,University Mrylnd Med Ctr Mdtwn,MD
MBL,St Luke's Magic Valley Med Ctr,ID
MBM,Motion Picture Television Fund,CA
MBN,Macneal Hospital,IL
MBO,Mount Sinai Queens,NY
MBQ,First Hlth Carolns Mor Reg Hosp,NC
MBR,Mercy Regional Medical Center,CO
MBS,Marion General Hospital,IN
MBU,Marshall Medical Center North,AL
MBV,Saint Vincent's East Hospital,AL
MBX,Margaret Mary Health,IN
MBY,Hallmark Hlth Mlrse Wkfld Hosp,MA
MBZ,Mahaska Health Partnership,IA
MC1,Memorial Comm Hosp & Hlth Sys,NE
MC2,Mountainview Hospital,NV
MC3,Mercy Hospital Of Buffalo,NY
MC4,Mercy Medical Center,ND
MC7,Midlands Hospital,NE
MC8,Montgomery County Memorial Hosp,IA
MC9,Medical Center Central Georgia,GA
MCA,Mcallen Medical Center,TX
MCB,Heritage Valley Health Sys Bvr,PA
MCC,Memorial Hospital Sheridan Cty,WY
MCD,Mcleod Regional Medical Center,SC
MCE,Memorial Hosp Of Converse Cnty,WY
MCF,Memorial Hospital Carbon County,WY
MCH,Munson Medical Center,MI
MCI,Mineral Area Regional Med Ctr,MO
MCJ,Memorial Medical Center,WI
MCK,Medical Center Of Aurora North,CO
MCL,Mid Columbia Medical Center,OR
MCM,Mobridge Regional Hosp & Clins,SD
MCN,Sanford Chamberlain,SD
MCO,Mount Ascutney Hospital,VT
MCP,Monmouth Medical Center,NJ
MCQ,Martha's Vineyard Hospital,MA
MCR,Via Christi Hospital Of Pttsbrg,KS
MCS,Madison County Memorial Hosp,FL
MCT,Monongahela Valley Hospital,PA
MCU,Mercy Suburban Hospital,PA
MCW,Mcdowell ARH Hospital,KY
MCX,Mercy Hospital,IA
MCZ,Meyersdale Medical Center,PA
MD1,Millard Fillmore Suburban Hosp,NY
MD3,Mammoth Hospital,CA
MD4,Memorial Hospital Of South Bend,IN
MD5,Miller County Hospital,GA
MD6,Mount Nittany Medical Center,PA
MD7,Maury Regional Medical Center,TN
MD8,H B Magruder Memorial Hospital,OH
MD9,Mackinac Straits Healthsystem,MI
MDA,Memorial Hospital Of Tampa,FL
MDB,Atrium Medical Center,OH
MDC,Mid Coast Hospital,ME
MDD,Saint Catherine Regional Hosp,IN
MDE,Memorial Medical Center,IL
MDF,Mercy Medical Center,OH
MDG,Memorial Hospital,TN
MDK,Monadnock Community Hospital,NH
MDM,Memorial Hospital,PA
MDN,Medical Center Of South Arknsas,AR
MDO,Methodist Hospital Sthrn Calif,CA
MDP,Marion General Hospital,OH
MDQ,Mercy Fitzgerald Hospital,PA
MDR,Memorial Medical Center,NM
MDS,New York Methodist Hospital,NY
MDT,Houston Methodist Hospital,TX
MDU,Miners Colfax Medical Center,NM
MDV,Massena Memorial Hospital,NY
MDW,Wadley Reg Med Cntr At Hope,AR
MDX,Middlesex Hospital,CT
MDY,Margaretville Hospital,NY
MDZ,Bassett Medical Center,NY
ME2,Methodist Health System,TX
ME3,Medical City Dallas Hospital,TX
ME4,Muenster Hospital District,TX
ME5,Marianjoy Rehabilitation Hosp,IL
ME6,Munising Memorial Hospital,MI
ME7,Marlborough Hospital,MA
ME8,Mercy Hospital Ardmore,OK
ME9,Southeast Health Ctr Stddrd Cty,MO
MEA,Mercer County Community Hosp,OH
MEB,Marian Regional Medical Center,CA
MEC,Mason District Hospital,IL
MED,Massac Memorial Hospital,IL
MEE,Unity Point Hlth Mthdst Hosp,IL
MEF,Maine General Medical Center,ME
MEG,Morris Hospital & Healthcare,IL
MEH,Nebraska Methodist Hospital,NE
MEI,Moundview Memorial Hospital,WI
MEK,Madison County Memorial Hosp,IA
MEL,Mercy Medical Center,MD
MEM,Memorial Hospital Of Union Cnty,OH
MEN,Marengo Memorial Hospital,IA
MEO,Monroe County Hospital & Clinic,IA
MEP,Maine Coast Memorial Hospital,ME
MEQ,Madison Medical Center,MO
MES,Mount Grant General Hospital,NV
MET,Methodist Hospital,KY
MEU,Mccurtain Memorial Hospital,OK
